category,years_on_force,number_since_same_type,number_since_total,number_same_type_after
Illegal Search,1,0,0,0
Illegal Search,1,0,1,1
Illegal Search,0,0,0,0
Operation/Personnel Violations,0,0,0,1
Illegal Search,4,1,2,2
Illegal Search,6,0,3,2
Illegal Search,5,0,3,1
False Arrest,5,0,2,2
Illegal Search,3,0,1,0
Operation/Personnel Violations,3,0,6,2
Operation/Personnel Violations,1,0,0,2
Operation/Personnel Violations,3,0,1,1
Operation/Personnel Violations,2,1,5,0
Operation/Personnel Violations,5,0,10,3
Operation/Personnel Violations,4,0,8,0
Illegal Search,4,0,5,7
Illegal Search,2,1,3,1
Illegal Search,2,0,1,0
Use Of Force,6,2,8,3
Illegal Search,4,0,9,0
Illegal Search,4,0,9,0
Illegal Search,3,2,3,0
Illegal Search,3,0,2,1
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,1,0,6,0
Domestic,5,1,7,0
False Arrest,5,0,2,1
Operation/Personnel Violations,5,4,11,3
Traffic,4,0,0,0
Traffic,2,0,1,1
Illegal Search,5,2,13,1
Operation/Personnel Violations,2,1,3,0
Operation/Personnel Violations,0,0,0,0
False Arrest,2,0,2,0
Use Of Force,3,0,2,1
Use Of Force,5,1,6,0
Illegal Search,5,2,16,0
Lockup Procedures,2,0,4,0
Illegal Search,1,0,0,2
Use Of Force,1,0,0,0
Use Of Force,5,1,14,0
Use Of Force,2,0,1,0
Illegal Search,1,0,0,1
Illegal Search,5,2,13,1
Use Of Force,0,0,1,1
Illegal Search,3,0,0,0
False Arrest,6,2,16,6
Traffic,1,0,0,0
Use Of Force,1,2,3,1
Use Of Force,1,1,7,1
Use Of Force,1,0,2,0
Use Of Force,3,1,4,0
Illegal Search,5,2,20,1
False Arrest,5,1,3,0
False Arrest,4,0,4,0
False Arrest,6,0,1,0
Operation/Personnel Violations,3,0,1,0
Operation/Personnel Violations,3,0,0,0
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,5,2,20,0
Use Of Force,4,1,9,0
Operation/Personnel Violations,0,0,0,0
Use Of Force,4,0,4,3
Use Of Force,6,1,6,0
Illegal Search,3,1,10,0
Illegal Search,5,2,13,2
Use Of Force,3,0,2,0
Use Of Force,2,1,3,0
Use Of Force,1,0,1,0
Use Of Force,3,0,5,0
False Arrest,3,0,2,0
False Arrest,3,0,1,0
Operation/Personnel Violations,5,0,10,0
Operation/Personnel Violations,3,0,4,0
Illegal Search,3,0,1,0
Illegal Search,2,1,2,1
Illegal Search,0,0,0,1
Illegal Search,0,0,0,0
False Arrest,4,1,5,1
Operation/Personnel Violations,2,0,0,1
False Arrest,2,0,5,8
Use Of Force,5,0,1,0
Lockup Procedures,4,1,17,1
Domestic,5,0,4,0
Lockup Procedures,5,0,13,1
Use Of Force,2,0,6,0
Operation/Personnel Violations,5,0,3,0
Operation/Personnel Violations,5,1,6,0
Operation/Personnel Violations,2,0,1,1
Use Of Force,5,1,5,0
Operation/Personnel Violations,4,0,10,0
Illegal Search,3,1,2,13
Traffic,4,0,4,0
False Arrest,5,0,21,2
False Arrest,1,0,0,2
Operation/Personnel Violations,5,2,2,0
Use Of Force,0,0,0,0
Operation/Personnel Violations,0,0,0,2
Lockup Procedures,1,0,1,1
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,3,0,2,1
Operation/Personnel Violations,1,0,2,1
Operation/Personnel Violations,1,0,1,0
Illegal Search,3,1,4,1
False Arrest,3,0,2,2
Illegal Search,6,0,9,2
Illegal Search,4,0,3,0
Operation/Personnel Violations,3,1,5,0
Operation/Personnel Violations,6,1,2,0
Illegal Search,4,0,4,8
Illegal Search,1,0,0,2
Illegal Search,1,1,4,3
Illegal Search,1,0,0,0
Illegal Search,0,0,0,0
Illegal Search,1,0,0,0
Illegal Search,3,0,1,0
Illegal Search,5,0,4,0
Conduct Unbecoming (Off-Duty),6,1,3,0
Operation/Personnel Violations,3,1,1,0
Use Of Force,2,0,2,0
Use Of Force,1,0,0,0
Traffic,5,0,2,0
Use Of Force,5,1,8,0
Use Of Force,2,0,0,0
False Arrest,4,0,4,1
False Arrest,3,1,5,2
False Arrest,2,0,1,0
Domestic,1,0,0,1
Illegal Search,2,1,3,1
Traffic,1,0,1,0
False Arrest,1,0,0,2
Operation/Personnel Violations,3,0,3,0
Illegal Search,4,0,1,1
Illegal Search,4,2,10,4
Illegal Search,4,0,3,3
Illegal Search,3,0,7,0
Use Of Force,4,0,3,0
Use Of Force,6,0,4,0
Use Of Force,4,0,4,0
Use Of Force,6,2,20,1
Operation/Personnel Violations,5,1,24,1
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,1,0,2,2
Operation/Personnel Violations,0,0,2,1
Operation/Personnel Violations,4,1,9,0
Operation/Personnel Violations,4,0,10,0
Conduct Unbecoming (Off-Duty),3,0,2,0
Traffic,3,0,3,0
Illegal Search,6,1,10,0
Illegal Search,6,0,12,0
False Arrest,5,1,14,0
Traffic,3,0,1,0
Traffic,0,0,0,0
False Arrest,6,0,5,0
Operation/Personnel Violations,5,0,5,0
Operation/Personnel Violations,6,0,10,0
Use Of Force,5,1,6,5
Use Of Force,5,1,4,2
Use Of Force,4,3,5,8
Use Of Force,1,0,0,10
Use Of Force,1,0,0,0
Use Of Force,0,0,0,2
Operation/Personnel Violations,4,0,11,2
Operation/Personnel Violations,2,0,1,1
Operation/Personnel Violations,3,0,3,0
Operation/Personnel Violations,2,0,3,0
Operation/Personnel Violations,6,0,4,0
Operation/Personnel Violations,1,0,1,0
Illegal Search,6,0,4,0
Traffic,1,0,0,0
Verbal Abuse,5,0,15,1
Illegal Search,4,2,14,0
Use Of Force,3,0,4,0
Use Of Force,6,0,31,0
Operation/Personnel Violations,6,0,5,0
Operation/Personnel Violations,3,0,4,1
Lockup Procedures,5,0,16,0
False Arrest,4,0,6,1
Operation/Personnel Violations,3,0,7,0
Operation/Personnel Violations,0,0,2,1
Illegal Search,4,0,18,1
Use Of Force,5,0,6,0
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,0,0,0,4
Operation/Personnel Violations,6,0,1,0
Use Of Force,2,2,4,0
Illegal Search,3,0,2,0
Illegal Search,0,0,0,0
False Arrest,5,0,2,1
False Arrest,0,0,1,0
Use Of Force,1,0,1,1
Use Of Force,0,0,0,0
Use Of Force,4,4,15,3
Use Of Force,4,1,2,2
Illegal Search,5,1,6,3
Use Of Force,2,3,5,0
Use Of Force,1,0,0,0
Operation/Personnel Violations,2,0,0,0
Illegal Search,4,1,3,0
Illegal Search,4,0,1,0
Operation/Personnel Violations,5,0,13,0
Operation/Personnel Violations,4,1,4,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,2,0,1,3
Operation/Personnel Violations,0,0,0,6
Operation/Personnel Violations,6,0,7,0
Operation/Personnel Violations,0,2,2,1
Use Of Force,6,4,19,0
Use Of Force,3,0,1,0
Use Of Force,5,2,14,1
Use Of Force,3,0,3,0
Illegal Search,0,0,2,1
Conduct Unbecoming (Off-Duty),3,0,0,0
Operation/Personnel Violations,2,0,9,0
Use Of Force,6,1,2,1
Use Of Force,6,3,12,0
Use Of Force,2,0,1,1
Use Of Force,5,0,8,1
False Arrest,5,0,3,0
False Arrest,5,0,1,0
False Arrest,4,1,3,1
False Arrest,3,0,3,2
Illegal Search,1,0,5,3
Use Of Force,5,2,2,4
Use Of Force,6,2,6,5
Lockup Procedures,4,0,7,0
Operation/Personnel Violations,2,1,2,6
Operation/Personnel Violations,1,0,1,0
Use Of Force,3,0,2,2
Operation/Personnel Violations,6,0,4,0
Operation/Personnel Violations,6,2,9,1
Use Of Force,5,0,3,0
Operation/Personnel Violations,2,1,3,1
Operation/Personnel Violations,1,0,1,1
Domestic,0,0,0,0
Illegal Search,1,0,0,0
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,5,2,2,6
False Arrest,4,0,2,1
Operation/Personnel Violations,4,0,1,0
Operation/Personnel Violations,4,0,7,1
Use Of Force,4,2,11,4
Use Of Force,6,0,7,0
Operation/Personnel Violations,0,0,1,0
Illegal Search,6,0,6,0
Domestic,1,0,0,0
Operation/Personnel Violations,2,0,0,1
Operation/Personnel Violations,2,0,8,0
Operation/Personnel Violations,6,0,12,0
False Arrest,4,1,9,7
Use Of Force,6,2,7,1
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,3,0,2,0
Operation/Personnel Violations,1,0,1,1
Illegal Search,5,4,25,1
Use Of Force,6,2,8,0
Use Of Force,3,1,10,2
Illegal Search,3,0,1,1
Lockup Procedures,2,0,0,0
Illegal Search,5,3,12,0
Illegal Search,1,0,0,1
Use Of Force,5,1,2,1
Use Of Force,1,0,1,1
Operation/Personnel Violations,5,0,15,0
Operation/Personnel Violations,1,0,1,0
False Arrest,4,1,10,1
Lockup Procedures,5,0,19,0
Operation/Personnel Violations,4,0,4,0
Lockup Procedures,2,0,0,0
Illegal Search,2,0,2,0
Illegal Search,2,0,0,0
Illegal Search,6,0,5,0
Lockup Procedures,3,0,0,0
Lockup Procedures,3,0,1,0
Lockup Procedures,2,0,1,0
Operation/Personnel Violations,1,0,0,0
Lockup Procedures,6,0,3,0
Lockup Procedures,6,0,8,0
Verbal Abuse,4,0,2,0
Verbal Abuse,0,0,0,0
Use Of Force,6,2,15,1
Use Of Force,6,0,9,0
Verbal Abuse,6,0,16,0
Use Of Force,3,0,3,0
Use Of Force,3,0,1,0
Use Of Force,5,0,26,0
Operation/Personnel Violations,5,0,18,1
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,6,0,4,0
Use Of Force,6,0,3,1
Operation/Personnel Violations,1,0,0,0
Use Of Force,4,2,6,4
False Arrest,2,0,0,0
Operation/Personnel Violations,0,1,17,0
Operation/Personnel Violations,6,0,0,1
Use Of Force,2,0,0,0
Operation/Personnel Violations,6,0,2,0
Operation/Personnel Violations,0,0,0,3
Lockup Procedures,3,0,1,0
Lockup Procedures,1,0,0,0
Use Of Force,5,0,6,0
Use Of Force,5,0,13,1
Operation/Personnel Violations,3,0,3,1
Illegal Search,6,0,10,3
Illegal Search,3,1,4,1
Operation/Personnel Violations,5,1,8,0
Lockup Procedures,2,0,1,5
Use Of Force,5,1,6,1
Use Of Force,2,0,2,7
Verbal Abuse,2,0,2,0
Traffic,1,0,0,0
Use Of Force,2,0,0,0
Use Of Force,2,0,1,1
False Arrest,5,1,11,2
False Arrest,4,0,2,1
False Arrest,5,0,14,0
Illegal Search,6,3,15,0
Illegal Search,5,2,5,2
False Arrest,4,0,9,1
False Arrest,4,0,9,1
Use Of Force,3,0,1,0
Use Of Force,4,1,5,0
Use Of Force,2,0,0,0
Operation/Personnel Violations,4,1,4,3
Operation/Personnel Violations,1,0,1,6
False Arrest,2,0,2,10
Operation/Personnel Violations,3,1,3,0
Operation/Personnel Violations,1,1,3,0
Traffic,0,0,0,0
Traffic,2,0,9,0
Operation/Personnel Violations,0,0,0,0
Conduct Unbecoming (Off-Duty),1,0,0,0
False Arrest,4,1,11,0
False Arrest,4,1,10,0
Operation/Personnel Violations,5,1,12,1
Operation/Personnel Violations,6,0,5,1
Operation/Personnel Violations,4,0,2,0
Lockup Procedures,3,0,2,0
Lockup Procedures,1,0,0,0
Domestic,6,0,10,1
Use Of Force,0,0,0,1
Operation/Personnel Violations,2,0,3,0
Illegal Search,1,0,0,0
Illegal Search,0,0,0,0
Operation/Personnel Violations,0,0,0,1
Illegal Search,6,1,8,1
Use Of Force,5,1,2,0
Operation/Personnel Violations,5,1,3,1
Operation/Personnel Violations,5,0,1,1
Illegal Search,4,1,6,6
Illegal Search,5,1,7,5
Operation/Personnel Violations,1,1,2,0
Operation/Personnel Violations,6,0,2,0
Operation/Personnel Violations,0,0,0,0
Use Of Force,3,1,2,4
Use Of Force,2,1,3,2
Traffic,4,0,3,0
Illegal Search,4,0,2,1
Illegal Search,3,0,3,0
Illegal Search,3,0,2,0
Illegal Search,4,1,2,1
Use Of Force,4,0,3,2
Use Of Force,4,0,3,0
Lockup Procedures,4,0,5,0
Lockup Procedures,0,0,0,0
Lockup Procedures,6,0,15,0
Lockup Procedures,1,0,0,0
Operation/Personnel Violations,3,0,2,0
Operation/Personnel Violations,3,1,1,0
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,0,0
Use Of Force,1,0,0,0
Use Of Force,0,0,0,1
Lockup Procedures,4,0,3,0
Lockup Procedures,6,0,7,1
Lockup Procedures,3,0,8,1
Lockup Procedures,5,0,8,0
Lockup Procedures,3,0,4,0
Operation/Personnel Violations,4,0,2,0
Operation/Personnel Violations,0,0,0,1
Lockup Procedures,1,0,0,0
Use Of Force,3,0,5,0
Use Of Force,3,0,5,0
Illegal Search,3,1,3,2
Illegal Search,3,0,7,1
Operation/Personnel Violations,3,0,4,1
Use Of Force,1,0,0,3
Use Of Force,3,0,6,2
Use Of Force,3,1,7,8
Use Of Force,2,0,0,0
Use Of Force,3,1,5,5
Illegal Search,3,0,2,1
Illegal Search,3,1,5,0
False Arrest,4,0,6,9
Illegal Search,3,1,7,1
Illegal Search,2,0,2,3
Use Of Force,3,0,4,0
Illegal Search,5,0,3,0
Verbal Abuse,4,0,3,0
Verbal Abuse,4,0,2,0
Illegal Search,5,2,12,2
Illegal Search,2,0,0,0
Operation/Personnel Violations,5,1,5,2
Operation/Personnel Violations,6,0,1,0
Operation/Personnel Violations,6,1,4,0
Operation/Personnel Violations,5,0,6,0
Operation/Personnel Violations,0,0,0,1
Verbal Abuse,6,0,2,0
Lockup Procedures,3,0,3,0
Lockup Procedures,1,0,1,0
Illegal Search,3,0,3,0
Use Of Force,2,0,1,2
Use Of Force,2,0,4,4
Operation/Personnel Violations,0,0,0,0
Traffic,1,0,1,0
False Arrest,3,0,5,1
Use Of Force,4,2,11,0
False Arrest,6,0,9,0
Operation/Personnel Violations,4,0,10,0
Lockup Procedures,3,0,3,0
Lockup Procedures,3,0,2,0
Use Of Force,5,6,17,1
Use Of Force,5,1,5,0
Operation/Personnel Violations,0,0,0,0
Use Of Force,4,0,4,1
Use Of Force,3,0,5,0
Operation/Personnel Violations,2,0,0,1
False Arrest,5,0,9,0
False Arrest,3,1,6,7
False Arrest,5,0,7,1
First Amendment,0,0,0,0
Illegal Search,0,0,0,1
Operation/Personnel Violations,6,0,5,0
Illegal Search,4,1,6,6
Illegal Search,3,2,6,8
Illegal Search,3,1,2,2
Illegal Search,3,0,5,3
Operation/Personnel Violations,5,0,3,0
Operation/Personnel Violations,3,0,0,0
Operation/Personnel Violations,3,1,2,1
Operation/Personnel Violations,2,1,3,0
Operation/Personnel Violations,1,0,0,0
False Arrest,3,0,1,1
Operation/Personnel Violations,0,0,0,2
Operation/Personnel Violations,6,1,20,0
Illegal Search,3,0,1,1
Illegal Search,4,0,6,3
Illegal Search,6,0,4,0
Illegal Search,6,2,12,6
Illegal Search,0,0,0,3
False Arrest,6,1,21,4
Operation/Personnel Violations,3,3,3,0
False Arrest,2,0,0,1
Operation/Personnel Violations,1,0,1,2
Racial Profiling,5,0,10,0
Racial Profiling,2,0,3,0
Racial Profiling,2,0,1,0
Racial Profiling,0,0,1,0
Illegal Search,5,1,8,0
Illegal Search,3,1,3,1
Illegal Search,4,1,6,6
Illegal Search,3,2,6,8
Illegal Search,3,1,2,2
Illegal Search,3,0,5,3
Use Of Force,4,0,8,0
Use Of Force,3,0,7,1
Use Of Force,2,0,1,0
Operation/Personnel Violations,0,0,0,1
Illegal Search,4,1,10,5
Use Of Force,3,0,5,0
Use Of Force,3,0,2,2
Illegal Search,2,0,3,1
Illegal Search,6,3,18,3
Illegal Search,4,0,2,1
Illegal Search,2,0,1,0
Use Of Force,5,0,8,0
Illegal Search,2,1,3,1
Illegal Search,2,0,0,0
Illegal Search,2,0,0,2
Illegal Search,1,0,0,0
Illegal Search,0,0,0,1
Use Of Force,2,0,2,0
Use Of Force,4,0,5,0
Use Of Force,4,0,4,0
Use Of Force,3,1,5,0
Use Of Force,3,3,12,6
Use Of Force,4,4,6,7
Use Of Force,1,0,1,1
Operation/Personnel Violations,2,0,1,0
Illegal Search,4,0,3,1
Use Of Force,0,0,0,0
Use Of Force,1,0,0,0
Operation/Personnel Violations,2,0,2,2
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,5,3,18,2
Use Of Force,6,2,16,3
Use Of Force,5,0,6,2
Illegal Search,1,0,1,0
Criminal Misconduct,5,0,4,0
Criminal Misconduct,6,0,2,0
Criminal Misconduct,6,0,5,0
Use Of Force,1,0,0,5
Use Of Force,1,0,0,0
Criminal Misconduct,5,0,15,0
Operation/Personnel Violations,4,0,2,1
Operation/Personnel Violations,3,1,4,0
Operation/Personnel Violations,3,0,3,4
Traffic,6,0,6,0
Traffic,6,0,4,0
Lockup Procedures,4,2,20,0
Traffic,0,0,0,0
Lockup Procedures,5,0,4,0
Lockup Procedures,5,0,4,0
Use Of Force,3,0,1,0
Traffic,3,0,1,0
Illegal Search,6,2,5,2
Operation/Personnel Violations,3,0,1,2
Use Of Force,3,1,7,4
Use Of Force,1,0,0,0
Verbal Abuse,4,0,1,0
Operation/Personnel Violations,6,0,9,0
Illegal Search,6,1,10,5
Illegal Search,3,3,13,2
Illegal Search,3,1,2,0
Use Of Force,1,0,1,0
Use Of Force,1,1,2,1
Illegal Search,4,2,7,5
Illegal Search,5,2,8,4
Operation/Personnel Violations,5,0,2,2
Operation/Personnel Violations,5,0,4,1
Operation/Personnel Violations,3,0,0,0
Operation/Personnel Violations,2,0,2,1
Operation/Personnel Violations,0,0,2,0
Verbal Abuse,3,0,1,0
Illegal Search,4,2,10,0
Illegal Search,4,0,5,0
Illegal Search,5,3,14,1
Illegal Search,3,5,7,4
Illegal Search,3,3,8,1
Illegal Search,1,0,2,2
Operation/Personnel Violations,1,0,0,1
Illegal Search,0,0,0,2
Illegal Search,3,1,2,5
Operation/Personnel Violations,5,1,9,0
Use Of Force,5,0,5,1
Use Of Force,6,0,5,1
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,2,0,3,1
Illegal Search,1,0,0,0
Illegal Search,4,0,0,0
Conduct Unbecoming (Off-Duty),2,0,0,0
Operation/Personnel Violations,2,0,0,2
Use Of Force,4,1,13,11
Use Of Force,6,3,8,0
Use Of Force,6,1,4,1
Use Of Force,3,0,0,0
Use Of Force,1,0,0,1
Use Of Force,6,0,5,0
Illegal Search,5,1,4,0
Operation/Personnel Violations,5,3,10,3
Illegal Search,6,3,11,8
Illegal Search,2,0,3,1
Domestic,2,0,1,0
Operation/Personnel Violations,2,0,0,2
Operation/Personnel Violations,2,0,1,2
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,0,0,1,0
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,0,0,0,1
Use Of Force,2,1,4,2
Use Of Force,2,0,4,1
Illegal Search,5,0,6,0
Illegal Search,4,1,7,7
Illegal Search,6,0,4,1
Illegal Search,3,2,3,0
Illegal Search,6,9,18,1
False Arrest,5,1,12,1
False Arrest,5,1,13,2
Illegal Search,5,0,1,0
Illegal Search,5,0,1,0
Illegal Search,5,0,3,0
Illegal Search,1,0,0,0
Use Of Force,4,0,11,0
Use Of Force,6,0,8,1
Use Of Force,6,0,5,0
Operation/Personnel Violations,2,0,3,0
Operation/Personnel Violations,4,0,2,1
Operation/Personnel Violations,4,0,4,3
Use Of Force,4,0,3,0
Use Of Force,3,0,5,0
Use Of Force,1,0,0,1
Use Of Force,3,0,6,2
Use Of Force,0,0,0,0
Operation/Personnel Violations,3,0,2,1
Use Of Force,5,2,4,0
Operation/Personnel Violations,3,0,6,0
Operation/Personnel Violations,4,0,5,2
Operation/Personnel Violations,5,1,7,2
Use Of Force,2,0,0,0
Operation/Personnel Violations,3,0,3,0
False Arrest,6,0,13,0
False Arrest,1,0,1,1
Illegal Search,5,2,5,2
Illegal Search,5,2,7,2
Use Of Force,5,0,12,0
Use Of Force,3,2,8,7
Use Of Force,2,0,3,0
Traffic,2,0,3,0
Traffic,0,0,0,0
Use Of Force,3,0,7,2
Operation/Personnel Violations,6,1,12,0
Operation/Personnel Violations,5,0,21,0
Operation/Personnel Violations,4,2,12,2
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,1,0,1,0
Verbal Abuse,5,0,8,0
Operation/Personnel Violations,5,0,14,0
Operation/Personnel Violations,4,0,5,1
Operation/Personnel Violations,3,0,0,0
False Arrest,4,1,11,0
Use Of Force,4,2,4,1
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,3,0,5,1
Operation/Personnel Violations,2,1,1,2
Use Of Force,6,1,4,0
Illegal Search,6,2,12,0
Illegal Search,6,0,5,0
Operation/Personnel Violations,4,0,0,3
Operation/Personnel Violations,3,0,3,0
Operation/Personnel Violations,3,0,5,0
Operation/Personnel Violations,3,0,1,0
False Arrest,5,0,7,2
Traffic,5,0,0,0
Use Of Force,5,0,9,2
Use Of Force,5,0,4,1
Use Of Force,4,0,2,0
Operation/Personnel Violations,6,0,16,0
Lockup Procedures,5,0,10,0
Operation/Personnel Violations,2,1,2,0
Use Of Force,3,0,5,0
Lockup Procedures,4,0,1,0
Conduct Unbecoming (Off-Duty),2,0,1,0
Operation/Personnel Violations,4,0,2,0
Operation/Personnel Violations,5,0,11,1
Use Of Force,6,0,1,0
Operation/Personnel Violations,5,0,10,0
Illegal Search,4,0,17,0
Operation/Personnel Violations,4,1,3,1
Operation/Personnel Violations,6,0,3,0
Operation/Personnel Violations,5,0,1,0
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,3,1,3,0
Use Of Force,3,0,2,0
Operation/Personnel Violations,3,0,0,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,2,0,1,1
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,0,1
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,1,0,0,2
Operation/Personnel Violations,1,0,0,1
Operation/Personnel Violations,0,0,0,1
Use Of Force,5,1,22,5
Operation/Personnel Violations,2,0,1,2
Operation/Personnel Violations,0,0,0,0
Use Of Force,3,0,5,0
Illegal Search,5,0,5,0
Illegal Search,4,0,9,1
Illegal Search,3,4,8,7
Illegal Search,3,2,7,2
Use Of Force,4,1,3,1
Illegal Search,4,0,6,3
Illegal Search,4,0,3,0
Illegal Search,3,0,3,0
Illegal Search,5,3,11,3
Use Of Force,4,1,4,2
Lockup Procedures,6,0,4,0
Operation/Personnel Violations,4,0,1,2
Traffic,4,0,4,1
Operation/Personnel Violations,0,0,0,1
Use Of Force,5,1,4,1
Illegal Search,5,0,0,1
Criminal Misconduct,3,0,0,0
Traffic,2,0,2,0
Illegal Search,4,1,3,2
Illegal Search,4,1,6,1
Use Of Force,0,0,1,0
Operation/Personnel Violations,5,0,16,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,3,2,2,1
Use Of Force,6,0,3,0
Use Of Force,2,0,1,0
Lockup Procedures,3,0,1,0
Illegal Search,6,1,6,2
False Arrest,2,0,3,0
False Arrest,2,0,0,1
Operation/Personnel Violations,0,0,0,2
Use Of Force,2,0,0,9
Use Of Force,1,0,1,3
False Arrest,5,2,4,0
False Arrest,3,1,4,1
False Arrest,5,0,1,1
Illegal Search,5,0,2,0
Illegal Search,2,0,0,0
Operation/Personnel Violations,4,0,2,0
Conduct Unbecoming (Off-Duty),4,0,2,0
Operation/Personnel Violations,3,0,1,0
Operation/Personnel Violations,2,0,0,0
Use Of Force,6,0,6,0
Use Of Force,4,0,3,0
Use Of Force,2,0,0,0
Use Of Force,4,4,11,2
Use Of Force,5,2,6,1
Illegal Search,6,0,9,1
Illegal Search,6,3,15,0
Illegal Search,4,0,10,1
Illegal Search,6,6,32,4
Illegal Search,6,4,24,1
Illegal Search,3,0,2,1
Operation/Personnel Violations,3,0,1,0
Use Of Force,2,0,0,0
Verbal Abuse,5,0,2,0
Verbal Abuse,3,0,5,0
Domestic,0,0,2,0
Illegal Search,4,0,1,0
Use Of Force,3,0,11,0
Lockup Procedures,5,0,6,0
Lockup Procedures,5,0,2,0
Operation/Personnel Violations,4,0,3,0
False Arrest,5,0,4,1
False Arrest,3,0,5,0
False Arrest,3,0,2,2
Illegal Search,6,1,30,0
Illegal Search,3,0,3,2
Operation/Personnel Violations,6,4,20,1
Conduct Unbecoming (Off-Duty),6,0,3,1
Operation/Personnel Violations,4,1,2,2
Illegal Search,5,0,3,2
False Arrest,3,0,2,2
False Arrest,4,0,4,3
Illegal Search,6,0,3,0
False Arrest,5,1,7,0
False Arrest,5,1,12,0
Operation/Personnel Violations,0,0,0,1
Operation/Personnel Violations,4,0,0,0
Operation/Personnel Violations,1,0,2,0
Operation/Personnel Violations,2,0,1,2
Operation/Personnel Violations,1,0,1,4
Use Of Force,5,3,7,1
Illegal Search,6,0,8,0
False Arrest,2,0,0,0
Operation/Personnel Violations,1,0,1,6
Operation/Personnel Violations,0,0,0,3
Use Of Force,4,0,9,1
Use Of Force,5,0,12,1
Use Of Force,1,0,3,0
Operation/Personnel Violations,5,2,11,6
Operation/Personnel Violations,2,0,2,9
Use Of Force,4,4,7,5
Use Of Force,0,0,0,7
Use Of Force,5,0,5,0
Illegal Search,6,7,16,3
Lockup Procedures,3,0,6,0
Illegal Search,3,0,7,0
Illegal Search,1,1,3,3
Operation/Personnel Violations,0,0,0,0
Operation/Personnel Violations,5,0,3,2
Operation/Personnel Violations,3,0,0,0
Lockup Procedures,5,0,9,0
Lockup Procedures,4,0,3,0
Lockup Procedures,4,0,6,0
Use Of Force,4,1,9,0
False Arrest,5,10,37,1
Use Of Force,6,2,13,0
Use Of Force,5,1,8,0
Use Of Force,3,1,4,1
Use Of Force,1,0,0,8
Illegal Search,0,0,1,1
Operation/Personnel Violations,3,0,4,3
Operation/Personnel Violations,3,0,2,0
Traffic,0,0,0,0
Use Of Force,3,0,6,0
Use Of Force,3,0,3,0
Operation/Personnel Violations,0,0,0,0
Use Of Force,6,3,3,3
Use Of Force,6,3,9,4
Lockup Procedures,4,0,6,0
False Arrest,5,1,9,2
Use Of Force,3,0,4,0
Use Of Force,3,0,5,0
Operation/Personnel Violations,5,1,6,0
